request_url,response_url,address_found
https://www.dexknows.com/saratoga-springs-ny/bp/stewarts-shops-8631653,https://www.dexknows.com/nationwide/bp/stewarts-shops-8631653,no
https://www.dexknows.com/saratoga-springs-ny/bp/stewarts-shops-3966886,https://www.dexknows.com/nationwide/bp/stewarts-shops-3966886,no
https://www.dexknows.com/cohoes-ny/bp/stewarts-shops-17472227,https://www.dexknows.com/nationwide/bp/stewarts-shops-17472227,no
https://www.dexknows.com/ballston-spa-ny/bp/stewarts-shops-454788152,https://www.dexknows.com/nationwide/bp/stewarts-shops-454788152,no
https://www.dexknows.com/esperance-ny/bp/stewarts-shops-16195652,https://www.dexknows.com/nationwide/bp/stewarts-shops-16195652,no
https://www.dexknows.com/gloversville-ny/bp/stewarts-shops-473768013,https://www.dexknows.com/nationwide/bp/stewarts-shops-473768013,no
https://www.dexknows.com/waterville-ny/bp/stewarts-shops-468764296,https://www.dexknows.com/nationwide/bp/stewarts-shops-468764296,no
https://www.dexknows.com/hyde-park-ny/bp/stewarts-shops-545178197,https://www.dexknows.com/nationwide/bp/stewarts-shops-545178197,no
https://www.dexknows.com/albany-ny/bp/stewarts-shops-12835523,https://www.dexknows.com/nationwide/bp/stewarts-shops-12835523,no
https://www.dexknows.com/athens-ny/bp/stewarts-shops-3469132,https://www.dexknows.com/nationwide/bp/stewarts-shops-3469132,no
https://www.dexknows.com/dolgeville-ny/bp/stewarts-shops-1118989,https://www.dexknows.com/nationwide/bp/stewarts-shops-1118989,no
https://www.dexknows.com/glens-falls-ny/bp/stewarts-shops-8006799,https://www.dexknows.com/nationwide/bp/stewarts-shops-8006799,no
https://www.dexknows.com/rosendale-ny/bp/stewarts-shops-473753626,https://www.dexknows.com/nationwide/bp/stewarts-shops-473753626,no
https://www.dexknows.com/adams-ny/bp/stewarts-shops-473752375,https://www.dexknows.com/nationwide/bp/stewarts-shops-473752375,no
https://www.dexknows.com/hagaman-ny/bp/stewarts-shops-473807677,https://www.dexknows.com/nationwide/bp/stewarts-shops-473807677,no
https://www.dexknows.com/albany-ny/bp/stewarts-shops-3177573,https://www.dexknows.com/nationwide/bp/stewarts-shops-3177573,no
https://www.dexknows.com/malone-ny/bp/stewarts-shops-473749686,https://www.dexknows.com/malone-ny/bp/stewarts-shops-473749686,yes
https://www.dexknows.com/watertown-ny/bp/stewarts-shops-17610610,https://www.dexknows.com/nationwide/bp/stewarts-shops-17610610,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-7267116,https://www.dexknows.com/nationwide/bp/stewarts-shops-7267116,no
https://www.dexknows.com/watervliet-ny/bp/stewarts-shops-504055366,https://www.dexknows.com/nationwide/bp/stewarts-shops-504055366,no
https://www.dexknows.com/latham-ny/bp/stewarts-shops-16177729,https://www.dexknows.com/nationwide/bp/stewarts-shops-16177729,no
https://www.dexknows.com/kingston-ny/bp/stewarts-shops-17023897,https://www.dexknows.com/nationwide/bp/stewarts-shops-17023897,no
https://www.dexknows.com/altamont-ny/bp/stewarts-shops-1832394,https://www.dexknows.com/nationwide/bp/stewarts-shops-1832394,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-505088139,https://www.dexknows.com/nationwide/bp/stewarts-shops-505088139,no
https://www.dexknows.com/coxsackie-ny/bp/stewarts-shops-530013068,https://www.dexknows.com/nationwide/bp/stewarts-shops-530013068,no
https://www.dexknows.com/kingston-ny/bp/stewarts-shops-18569125,https://www.dexknows.com/nationwide/bp/stewarts-shops-18569125,no
https://www.dexknows.com/rensselaer-ny/bp/stewarts-shops-473763422,https://www.dexknows.com/nationwide/bp/stewarts-shops-473763422,no
https://www.dexknows.com/altamont-ny/bp/stewarts-shops-468752765,https://www.dexknows.com/nationwide/bp/stewarts-shops-468752765,no
https://www.dexknows.com/kingston-ny/bp/stewarts-shops-18837856,https://www.dexknows.com/nationwide/bp/stewarts-shops-18837856,no
https://www.dexknows.com/fort-edward-ny/bp/stewarts-shops-475564778,https://www.dexknows.com/nationwide/bp/stewarts-shops-475564778,no
https://www.dexknows.com/latham-ny/bp/stewarts-shops-18268472,https://www.dexknows.com/nationwide/bp/stewarts-shops-18268472,no
https://www.dexknows.com/lake-george-ny/bp/stewarts-shops-537592009,https://www.dexknows.com/lake-george-ny/stewarts-shops,no
https://www.dexknows.com/hillsdale-ny/bp/stewarts-shops-473754802,https://www.dexknows.com/nationwide/bp/stewarts-shops-473754802,no
https://www.dexknows.com/newburgh-ny/bp/stewarts-shops-473773426,https://www.dexknows.com/nationwide/bp/stewarts-shops-473773426,no
https://www.dexknows.com/halfmoon-ny/bp/stewarts-shops-559978515,https://www.dexknows.com/nationwide/bp/stewarts-shops-559978515,no
https://www.dexknows.com/saratoga-springs-ny/bp/stewarts-shops-534785857,https://www.dexknows.com/nationwide/bp/stewarts-shops-534785857,no
https://www.dexknows.com/troy-ny/bp/stewarts-shops-13675151,https://www.dexknows.com/nationwide/bp/stewarts-shops-13675151,no
https://www.dexknows.com/canton-ny/bp/stewarts-shops-15665510,https://www.dexknows.com/nationwide/bp/stewarts-shops-15665510,no
https://www.dexknows.com/ilion-ny/bp/stewarts-shops-4612727,https://www.dexknows.com/nationwide/bp/stewarts-shops-4612727,no
https://www.dexknows.com/red-hook-ny/bp/stewarts-shops-473732862,https://www.dexknows.com/nationwide/bp/stewarts-shops-473732862,no
https://www.dexknows.com/middleburgh-ny/bp/stewarts-shops-6737741,https://www.dexknows.com/nationwide/bp/stewarts-shops-6737741,no
https://www.dexknows.com/chateaugay-ny/bp/stewarts-shops-473755000,https://www.dexknows.com/nationwide/bp/stewarts-shops-473755000,no
https://www.dexknows.com/albany-ny/bp/stewarts-shops-1135628,https://www.dexknows.com/nationwide/bp/stewarts-shops-1135628,no
https://www.dexknows.com/fair-haven-vt/bp/stewarts-shops-467792346,https://www.dexknows.com/nationwide/bp/stewarts-shops-467792346,no
https://www.dexknows.com/cooperstown-ny/bp/stewarts-shops-10300677,https://www.dexknows.com/nationwide/bp/stewarts-shops-10300677,no
https://www.dexknows.com/hudson-falls-ny/bp/stewarts-shops-476012804,https://www.dexknows.com/nationwide/bp/stewarts-shops-476012804,no
https://www.dexknows.com/altamont-ny/bp/stewarts-shops-527995549,https://www.dexknows.com/nationwide/bp/stewarts-shops-527995549,no
https://www.dexknows.com/galway-ny/bp/stewarts-shops-480178191,https://www.dexknows.com/nationwide/bp/stewarts-shops-480178191,no
https://www.dexknows.com/middletown-ny/bp/stewarts-shops-545216679,https://www.dexknows.com/nationwide/bp/stewarts-shops-545216679,no
https://www.dexknows.com/new-paltz-ny/bp/stewarts-shops-21616048,https://www.dexknows.com/new-paltz-ny/bp/stewarts-shops-21616048,yes
https://www.dexknows.com/schroon-lake-ny/bp/stewarts-shops-13443318,https://www.dexknows.com/nationwide/bp/stewarts-shops-13443318,no
https://www.dexknows.com/amsterdam-ny/bp/stewarts-shops-502952330,https://www.dexknows.com/nationwide/bp/stewarts-shops-502952330,no
https://www.dexknows.com/port-henry-ny/bp/stewarts-shops-20915811,https://www.dexknows.com/nationwide/bp/stewarts-shops-20915811,no
https://www.dexknows.com/rensselaer-ny/bp/stewarts-shops-7536470,https://www.dexknows.com/nationwide/bp/stewarts-shops-7536470,no
https://www.dexknows.com/manchester-center-vt/bp/stewarts-shops-5279503,https://www.dexknows.com/nationwide/bp/stewarts-shops-5279503,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-19184709,https://www.dexknows.com/nationwide/bp/stewarts-shops-19184709,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-2474591,https://www.dexknows.com/nationwide/bp/stewarts-shops-2474591,no
https://www.dexknows.com/halfmoon-ny/bp/stewarts-shops-467293528,https://www.dexknows.com/nationwide/bp/stewarts-shops-467293528,no
https://www.dexknows.com/herkimer-ny/bp/stewarts-shops-8635079,https://www.dexknows.com/nationwide/bp/stewarts-shops-8635079,no
https://www.dexknows.com/clifton-park-ny/bp/stewarts-shops-15405781,https://www.dexknows.com/nationwide/bp/stewarts-shops-15405781,no
https://www.dexknows.com/port-ewen-ny/bp/stewarts-shops-458104843,https://www.dexknows.com/nationwide/bp/stewarts-shops-458104843,no
https://www.dexknows.com/oswego-ny/bp/stewarts-shops-29062082,https://www.dexknows.com/nationwide/bp/stewarts-shops-29062082,no
https://www.dexknows.com/poughkeepsie-ny/bp/stewarts-shops-504055488,https://www.dexknows.com/nationwide/bp/stewarts-shops-504055488,no
https://www.dexknows.com/wappingers-falls-ny/bp/stewarts-shops-467725802,https://www.dexknows.com/wappingers-falls-ny/bp/stewarts-shops-467725802,yes
https://www.dexknows.com/watertown-ny/bp/stewarts-shops-8571411,https://www.dexknows.com/watertown-ny/bp/stewarts-shops-8571411,yes
https://www.dexknows.com/queensbury-ny/bp/stewarts-shops-473782885,https://www.dexknows.com/nationwide/bp/stewarts-shops-473782885,no
https://www.dexknows.com/indian-lake-ny/bp/stewarts-shops-497076151,https://www.dexknows.com/nationwide/bp/stewarts-shops-497076151,no
https://www.dexknows.com/stillwater-ny/bp/stewarts-shops-6079415,https://www.dexknows.com/nationwide/bp/stewarts-shops-6079415,no
https://www.dexknows.com/wynantskill-ny/bp/stewarts-shops-475249048,https://www.dexknows.com/nationwide/bp/stewarts-shops-475249048,no
https://www.dexknows.com/albany-ny/bp/stewarts-shops-20009535,https://www.dexknows.com/nationwide/bp/stewarts-shops-20009535,no
https://www.dexknows.com/latham-ny/bp/stewarts-shops-551874114,https://www.dexknows.com/nationwide/bp/stewarts-shops-551874114,no
https://www.dexknows.com/south-glens-falls-ny/bp/stewarts-shops-4846414,https://www.dexknows.com/nationwide/bp/stewarts-shops-4846414,no
https://www.dexknows.com/amsterdam-ny/bp/stewarts-shops-545166884,https://www.dexknows.com/nationwide/bp/stewarts-shops-545166884,no
https://www.dexknows.com/saratoga-springs-ny/bp/marion-ave-mobil-456671091,https://www.dexknows.com/saratoga-springs-ny/bp/marion-ave-mobil-456671091,yes
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-18482024,https://www.dexknows.com/nationwide/bp/stewarts-shops-18482024,no
https://www.dexknows.com/minetto-ny/bp/stewarts-shops-534413748,https://www.dexknows.com/nationwide/bp/stewarts-shops-534413748,no
https://www.dexknows.com/troy-ny/bp/stewarts-shops-16282946,https://www.dexknows.com/nationwide/bp/stewarts-shops-16282946,no
https://www.dexknows.com/carthage-ny/bp/stewarts-shops-14033310,https://www.dexknows.com/nationwide/bp/stewarts-shops-14033310,no
https://www.dexknows.com/watertown-ny/bp/stewarts-shops-481014324,https://www.dexknows.com/nationwide/bp/stewarts-shops-481014324,no
https://www.dexknows.com/rensselaer-ny/bp/stewarts-shops-476015593,https://www.dexknows.com/nationwide/bp/stewarts-shops-476015593,no
https://www.dexknows.com/new-hartford-ny/bp/stewarts-shops-530235974,https://www.dexknows.com/nationwide/bp/stewarts-shops-530235974,no
https://www.dexknows.com/saratoga-springs-ny/bp/stewarts-shops-501849265,https://www.dexknows.com/saratoga-springs-ny/bp/stewarts-shops-501849265,yes
https://www.dexknows.com/barneveld-ny/bp/stewarts-shops-9629615,https://www.dexknows.com/nationwide/bp/stewarts-shops-9629615,no
https://www.dexknows.com/granville-ny/bp/stewarts-shops-6837397,https://www.dexknows.com/nationwide/bp/stewarts-shops-6837397,no
https://www.dexknows.com/cobleskill-ny/bp/stewarts-shops-668566,https://www.dexknows.com/nationwide/bp/stewarts-shops-668566,no
https://www.dexknows.com/arlington-vt/bp/stewarts-shops-473783045,https://www.dexknows.com/nationwide/bp/stewarts-shops-473783045,no
https://www.dexknows.com/greenwich-ny/bp/stewarts-shops-3555738,https://www.dexknows.com/nationwide/bp/stewarts-shops-3555738,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-1330686,https://www.dexknows.com/nationwide/bp/stewarts-shops-1330686,no
https://www.dexknows.com/ravena-ny/bp/stewarts-shops-462431836,https://www.dexknows.com/nationwide/bp/stewarts-shops-462431836,no
https://www.dexknows.com/east-greenbush-ny/bp/stewarts-shops-473790564,https://www.dexknows.com/nationwide/bp/stewarts-shops-473790564,no
https://www.dexknows.com/salem-ny/bp/stewarts-shops-12668736,https://www.dexknows.com/nationwide/bp/stewarts-shops-12668736,no
https://www.dexknows.com/west-rutland-vt/bp/stewarts-shops-468752281,https://www.dexknows.com/nationwide/bp/stewarts-shops-468752281,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-11041469,https://www.dexknows.com/nationwide/bp/stewarts-shops-11041469,no
https://www.dexknows.com/poland-ny/bp/stewarts-shops-14012495,https://www.dexknows.com/nationwide/bp/stewarts-shops-14012495,no
https://www.dexknows.com/albany-ny/bp/stewarts-shops-534381444,https://www.dexknows.com/nationwide/bp/stewarts-shops-534381444,no
https://www.dexknows.com/cambridge-ny/bp/stewarts-shops-473764902,https://www.dexknows.com/nationwide/bp/stewarts-shops-473764902,no
https://www.dexknows.com/lake-katrine-ny/bp/stewarts-shops-14622718,https://www.dexknows.com/nationwide/bp/stewarts-shops-14622718,no
https://www.dexknows.com/lake-placid-ny/bp/stewarts-shops-481010567,https://www.dexknows.com/nationwide/bp/stewarts-shops-481010567,no
https://www.dexknows.com/ballston-spa-ny/bp/stewarts-shops-13255938,https://www.dexknows.com/nationwide/bp/stewarts-shops-13255938,no
https://www.dexknows.com/voorheesville-ny/bp/stewarts-shops-1988951,https://www.dexknows.com/nationwide/bp/stewarts-shops-1988951,no
https://www.dexknows.com/gansevoort-ny/bp/stewarts-shops-468276902,https://www.dexknows.com/nationwide/bp/stewarts-shops-468276902,no
https://www.dexknows.com/fort-edward-ny/bp/stewarts-shops-476007541,https://www.dexknows.com/fort-edward-ny/stewarts-shops,no
https://www.dexknows.com/fonda-ny/bp/stewarts-shops-11956299,https://www.dexknows.com/nationwide/bp/stewarts-shops-11956299,no
https://www.dexknows.com/troy-ny/bp/stewarts-shops-10670898,https://www.dexknows.com/nationwide/bp/stewarts-shops-10670898,no
https://www.dexknows.com/ticonderoga-ny/bp/stewarts-shops-534413738,https://www.dexknows.com/nationwide/bp/stewarts-shops-534413738,no
https://www.dexknows.com/nassau-ny/bp/stewarts-shops-525864825,https://www.dexknows.com/nationwide/bp/stewarts-shops-525864825,no
https://www.dexknows.com/plattsburgh-ny/bp/stewarts-shops-6867851,https://www.dexknows.com/nationwide/bp/stewarts-shops-6867851,no
https://www.dexknows.com/plattsburgh-ny/bp/stewarts-shops-9630570,https://www.dexknows.com/nationwide/bp/stewarts-shops-9630570,no
https://www.dexknows.com/delmar-ny/bp/stewarts-shops-473786863,https://www.dexknows.com/nationwide/bp/stewarts-shops-473786863,no
https://www.dexknows.com/plattsburgh-ny/bp/stewarts-shops-473716377,https://www.dexknows.com/plattsburgh-ny/bp/stewarts-shops-473716377,yes
https://www.dexknows.com/amsterdam-ny/bp/stewarts-shops-16754144,https://www.dexknows.com/nationwide/bp/stewarts-shops-16754144,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-537235659,https://www.dexknows.com/nationwide/bp/stewarts-shops-537235659,no
https://www.dexknows.com/troy-ny/bp/stewarts-shops-12315600,https://www.dexknows.com/nationwide/bp/stewarts-shops-12315600,no
https://www.dexknows.com/ballston-lake-ny/bp/stewarts-shops-469540261,https://www.dexknows.com/nationwide/bp/stewarts-shops-469540261,no
https://www.dexknows.com/northville-ny/bp/stewarts-shops-467604332,https://www.dexknows.com/nationwide/bp/stewarts-shops-467604332,no
https://www.dexknows.com/glens-falls-ny/bp/stewarts-shops-1564297,https://www.dexknows.com/nationwide/bp/stewarts-shops-1564297,no
https://www.dexknows.com/johnstown-ny/bp/stewarts-shops-475995058,https://www.dexknows.com/nationwide/bp/stewarts-shops-475995058,no
https://www.dexknows.com/au-sable-forks-ny/bp/stewarts-shops-467306710,https://www.dexknows.com/nationwide/bp/stewarts-shops-467306710,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-10162746,https://www.dexknows.com/nationwide/bp/stewarts-shops-10162746,no
https://www.dexknows.com/goshen-ny/bp/stewarts-shops-509707608,https://www.dexknows.com/nationwide/bp/stewarts-shops-509707608,no
https://www.dexknows.com/keene-ny/bp/stewarts-shops-505046085,https://www.dexknows.com/nationwide/bp/stewarts-shops-505046085,no
https://www.dexknows.com/heuvelton-ny/bp/stewarts-shops-503588029,https://www.dexknows.com/nationwide/bp/stewarts-shops-503588029,no
https://www.dexknows.com/albany-ny/bp/stewarts-shops-16041285,https://www.dexknows.com/albany-ny/bp/stewarts-shops-16041285,yes
https://www.dexknows.com/plattsburgh-ny/bp/stewarts-shops-473744448,https://www.dexknows.com/nationwide/bp/stewarts-shops-473744448,no
https://www.dexknows.com/keeseville-ny/bp/stewarts-shops-545174474,https://www.dexknows.com/nationwide/bp/stewarts-shops-545174474,no
https://www.dexknows.com/cohoes-ny/bp/stewarts-shops-468763740,https://www.dexknows.com/nationwide/bp/stewarts-shops-468763740,no
https://www.dexknows.com/saratoga-springs-ny/bp/stewarts-shops-458079251,https://www.dexknows.com/nationwide/bp/stewarts-shops-458079251,no
https://www.dexknows.com/fort-johnson-ny/bp/stewarts-shops-473823483,https://www.dexknows.com/nationwide/bp/stewarts-shops-473823483,no
https://www.dexknows.com/latham-ny/bp/stewarts-shops-20070761,https://www.dexknows.com/nationwide/bp/stewarts-shops-20070761,no
https://www.dexknows.com/schenectady-ny/bp/stewarts-shops-534777296,https://www.dexknows.com/nationwide/bp/stewarts-shops-534777296,no
https://www.dexknows.com/ballston-spa-ny/bp/stewarts-shops-459563043,https://www.dexknows.com/nationwide/bp/stewarts-shops-459563043,no
https://www.dexknows.com/eagle-bridge-ny/bp/stewarts-shops-496137577,https://www.dexknows.com/nationwide/bp/stewarts-shops-496137577,no
https://www.dexknows.com/ellenville-ny/bp/stewarts-shops-19827436,https://www.dexknows.com/nationwide/bp/stewarts-shops-19827436,no
https://www.dexknows.com/troy-ny/bp/stewarts-shops-1703620,https://www.dexknows.com/nationwide/bp/stewarts-shops-1703620,no
https://www.dexknows.com/south-glens-falls-ny/bp/stewarts-shops-9862198,https://www.dexknows.com/nationwide/bp/stewarts-shops-9862198,no
https://www.dexknows.com/oneonta-ny/bp/stewarts-shops-516735504,https://www.dexknows.com/nationwide/bp/stewarts-shops-516735504,no
https://www.dexknows.com/troy-ny/bp/stewarts-shops-3379535,https://www.dexknows.com/nationwide/bp/stewarts-shops-3379535,no
https://www.dexknows.com/richfield-springs-ny/bp/stewarts-shops-532966192,https://www.dexknows.com/nationwide/bp/stewarts-shops-532966192,no
https://www.dexknows.com/chestertown-ny/bp/stewarts-shops-680988,https://www.dexknows.com/nationwide/bp/stewarts-shops-680988,no
https://www.dexknows.com/albany-ny/bp/stewarts-shops-17899999,https://www.dexknows.com/nationwide/bp/stewarts-shops-17899999,no
https://www.dexknows.com/ballston-lake-ny/bp/stewarts-shops-18660542,https://www.dexknows.com/nationwide/bp/stewarts-shops-18660542,no
https://www.dexknows.com/troy-ny/bp/stewarts-shops-3570678,https://www.dexknows.com/nationwide/bp/stewarts-shops-3570678,no
https://www.dexknows.com/kinderhook-ny/bp/stewarts-shops-13460762,https://www.dexknows.com/nationwide/bp/stewarts-shops-13460762,no
https://www.dexknows.com/sharon-springs-ny/bp/stewarts-shops-8036430,https://www.dexknows.com/nationwide/bp/stewarts-shops-8036430,no
https://www.dexknows.com/evans-mills-ny/bp/stewarts-shops-14102857,https://www.dexknows.com/nationwide/bp/stewarts-shops-14102857,no
https://www.dexknows.com/amsterdam-ny/bp/stewarts-shops-7302469,https://www.dexknows.com/nationwide/bp/stewarts-shops-7302469,no
https://www.dexknows.com/lowville-ny/bp/stewarts-shops-504632614,https://www.dexknows.com/nationwide/bp/stewarts-shops-504632614,no
https://www.dexknows.com/slingerlands-ny/bp/stewarts-shops-473835156,https://www.dexknows.com/nationwide/bp/stewarts-shops-473835156,no
https://www.dexknows.com/slingerlands-ny/bp/stewarts-shops-12302970,https://www.dexknows.com/nationwide/bp/stewarts-shops-12302970,no
https://www.dexknows.com/plattsburgh-ny/bp/stewarts-shops-6411209,https://www.dexknows.com/nationwide/bp/stewarts-shops-6411209,no
